user_id,transaction_date,region,product_category,sale_amount,status,city,age,subscription,raw_timestamp,email,username,price,store_id
U1016,2025-05-21,West,Electronics,1307.77,Active,Los Angeles,63,Premium,2025-02-12 13:31:00,user16@example.com,user_16,86.5,STORE_1
U1017,2025-04-10,North,Furniture,577.65,,Chicago,27,Basic,2025-02-25 01:37:00,user17@example.com,user_17,29.82,STORE_4
U1018,2025-05-09,East,Electronics,1921.95,Active,Chicago,19,Free,2025-01-18 21:55:00,user18@example.com,user_18,126.88,STORE_5
U1019,2025-01-11,West,Furniture,1318.17,Pending,Phoenix,28,Free,2025-07-03 10:15:00,user19@example.com,user_19,231.33,STORE_1
U1020,2025-01-03,South,Toys,1996.92,Active,Los Angeles,49,Premium,2025-05-10 08:08:00,user20@example.com,user_20,187.92,STORE_2
U1021,2025-04-23,North,Toys,1967.87,Active,Miami,67,Free,2025-03-18 21:06:00,user21@example.com,user_21,57.98,STORE_5
U1022,2025-02-09,North,Groceries,1213.61,Pending,Houston,58,Free,2025-03-09 16:31:00,user22@example.com,user_22,,STORE_4
U1023,2025-03-12,West,Electronics,673.78,Inactive,Miami,31,Premium,2025-07-09 14:35:00,user23@example.com,user_23,472.8,STORE_2
U1024,2025-05-20,West,Groceries,1169.19,Inactive,Austin,23,Premium,2025-03-20 11:57:00,user24@example.com,user_24,,STORE_3
U1025,2025-02-23,East,Electronics,713.82,,Denver,62,Premium,2025-03-02 05:51:00,user25@example.com,user_25,,STORE_3
U1026,2025-07-20,South,Clothing,540.94,Active,Austin,70,Premium,2025-05-01 07:12:00,user26@example.com,user_26,398.7,STORE_2
U1027,2025-02-27,West,Clothing,802.95,Pending,Los Angeles,64,Basic,2025-03-31 20:32:00,user27@example.com,user_27,469.92,STORE_1
U1028,2025-03-08,East,Toys,1925.44,Pending,New York,21,Free,2025-04-22 11:46:00,user28@example.com,user_28,62.24,STORE_5
U1029,2025-02-18,North,Electronics,1420.48,Active,Boston,66,Free,2025-06-25 23:47:00,user29@example.com,user_29,474.69,STORE_3
U1030,2025-06-09,North,Electronics,1442.31,Pending,Boston,34,Free,2025-04-15 10:25:00,user30@example.com,user_30,334.14,STORE_4
U1031,2025-06-23,East,Toys,1142.52,,Boston,68,Premium,2025-03-19 09:13:00,user31@example.com,user_31,235.17,STORE_4
U1032,2025-06-22,East,Toys,951.64,Inactive,Miami,20,Basic,2025-05-12 21:40:00,user32@example.com,user_32,121.26,STORE_3
U1033,2025-02-27,East,Clothing,58.61,Inactive,Seattle,54,Premium,2025-04-27 13:56:00,user33@example.com,user_33,249.72,STORE_2
U1034,2025-02-07,West,Electronics,1559.06,Inactive,Chicago,66,Free,2025-05-13 14:03:00,user34@example.com,user_34,71.0,STORE_4
U1035,2025-06-20,North,Furniture,1229.18,,Boston,43,Premium,2025-07-10 15:28:00,user35@example.com,user_35,384.08,STORE_5
U1036,2025-05-05,East,Groceries,885.35,Pending,Houston,32,Basic,2025-03-23 17:05:00,user36@example.com,user_36,354.68,STORE_1
U1037,2025-04-17,South,Groceries,1089.8,,New York,28,Basic,2025-04-10 18:44:00,,user_37,241.1,STORE_3
U1038,2025-03-18,South,Furniture,1081.06,Inactive,Seattle,29,Basic,2025-04-22 15:01:00,user38@example.com,user_38,363.47,STORE_4
U1039,2025-02-02,West,Furniture,1187.87,Active,Los Angeles,56,Basic,2025-02-04 14:11:00,user39@example.com,user_39,166.79,STORE_4
U1040,2025-03-13,South,Groceries,1671.47,,New York,62,Free,2025-01-14 11:14:00,user40@example.com,user_40,378.35,STORE_2
U1041,2025-02-21,West,Toys,313.24,Inactive,Seattle,57,Premium,2025-05-25 06:29:00,user41@example.com,user_41,305.59,STORE_1
U1042,2025-07-19,East,Groceries,225.12,Active,Phoenix,51,Free,2025-04-07 12:45:00,user42@example.com,user_42,125.21,STORE_3
U1043,2025-06-25,West,Toys,1567.44,Pending,Boston,42,Free,2025-04-05 02:32:00,user43@example.com,,247.65,STORE_4
U1044,2025-04-03,South,Clothing,876.62,Pending,Denver,66,Free,2025-07-18 15:29:00,user44@example.com,user_44,426.6,STORE_1
U1045,2025-03-13,South,Clothing,1503.45,,Dallas,16,Basic,2025-03-25 05:31:00,user45@example.com,user_45,440.76,STORE_3
U1046,2025-05-23,West,Toys,1896.64,Active,Houston,61,Basic,2025-05-06 17:48:00,user46@example.com,user_46,226.85,STORE_1
U1047,2025-01-24,North,Clothing,814.76,Inactive,Phoenix,57,Free,2025-04-05 15:35:00,user47@example.com,user_47,168.74,STORE_4
U1048,2025-03-11,North,Groceries,468.77,Inactive,Dallas,22,Free,2025-05-18 22:11:00,user48@example.com,user_48,296.85,STORE_5
U1049,2025-06-02,North,Electronics,1666.93,Pending,Houston,38,Premium,2025-03-19 00:45:00,user49@example.com,user_49,278.91,STORE_2
U1050,2025-06-13,South,Electronics,1746.71,Pending,Seattle,45,Basic,2025-03-29 05:03:00,user50@example.com,user_50,37.35,STORE_4
U1051,2025-01-19,West,Clothing,306.9,Pending,Los Angeles,30,Premium,2025-05-23 13:38:00,user51@example.com,user_51,193.29,STORE_4
U1052,2025-03-18,South,Groceries,1141.57,Active,Denver,62,Premium,2025-07-15 06:40:00,user52@example.com,user_52,91.04,STORE_1
U1053,2025-02-10,West,Furniture,906.5,,Phoenix,17,Premium,2025-03-15 22:18:00,user53@example.com,user_53,462.34,STORE_5
U1054,2025-06-19,East,Furniture,238.4,Inactive,Miami,24,Basic,2025-02-06 02:03:00,user54@example.com,user_54,286.76,STORE_3
U1055,2025-04-23,West,Furniture,1380.47,,Phoenix,47,Free,2025-05-07 14:05:00,user55@example.com,user_55,303.84,STORE_1
U1056,2025-01-24,East,Toys,1178.37,Active,Miami,67,Basic,2025-05-28 01:48:00,user56@example.com,user_56,458.46,STORE_2
U1057,2025-05-30,South,Furniture,1938.42,,Dallas,41,Basic,2025-03-24 21:06:00,user57@example.com,user_57,147.67,STORE_4
U1058,2025-07-14,West,Furniture,185.24,Pending,Dallas,22,Basic,2025-05-12 00:42:00,user58@example.com,user_58,,STORE_5
U1059,2025-04-03,South,Furniture,1522.38,Inactive,Phoenix,50,Premium,2025-03-15 14:56:00,user59@example.com,user_59,306.39,STORE_2
U1060,2025-07-01,East,Groceries,1106.17,,Los Angeles,29,Premium,2025-04-29 03:41:00,user60@example.com,user_60,256.89,STORE_3
U1061,2025-04-17,South,Furniture,495.02,Inactive,Austin,27,Free,2025-05-11 23:56:00,user61@example.com,user_61,427.93,STORE_3
U1062,2025-05-10,North,Electronics,572.85,Pending,Denver,52,Free,2025-05-06 04:28:00,user62@example.com,user_62,274.0,STORE_4
U1063,2025-03-24,East,Clothing,1147.88,Inactive,Austin,17,Basic,2025-07-10 15:45:00,user63@example.com,user_63,397.23,STORE_2
U1064,2025-05-07,West,Clothing,1009.56,Pending,Los Angeles,70,Basic,2025-01-26 16:58:00,user64@example.com,user_64,329.12,STORE_2
U1065,2025-01-20,South,Groceries,683.74,,Miami,20,Basic,2025-06-22 17:24:00,user65@example.com,user_65,246.53,STORE_5
U1066,2025-01-10,West,Clothing,1266.01,Pending,Houston,62,Premium,2025-04-22 03:48:00,user66@example.com,user_66,348.53,STORE_1
U1067,2025-01-12,North,Electronics,593.8,Pending,Austin,24,Premium,2025-05-16 13:36:00,user67@example.com,user_67,306.7,STORE_4
U1068,2025-06-08,East,Furniture,1826.53,Inactive,Houston,44,Free,2025-03-07 14:16:00,user68@example.com,user_68,147.38,STORE_5
U1069,2025-02-10,West,Furniture,1891.02,Pending,Miami,42,Free,2025-03-06 14:54:00,user69@example.com,user_69,57.79,STORE_4
U1070,2025-05-27,North,Toys,598.79,Pending,New York,68,Free,2025-04-12 08:00:00,user70@example.com,user_70,29.28,STORE_5
U1071,2025-07-10,South,Groceries,1553.72,Inactive,Denver,66,Basic,2025-02-26 20:12:00,user71@example.com,user_71,331.29,STORE_2
U1072,2025-06-10,West,Electronics,624.78,,New York,52,Basic,2025-07-07 04:05:00,user72@example.com,user_72,104.39,STORE_5
U1073,2025-04-04,North,Clothing,521.37,,Phoenix,62,Basic,2025-01-30 14:04:00,user73@example.com,user_73,363.49,STORE_4
U1074,2025-05-23,North,Electronics,1583.46,Active,Phoenix,49,Premium,2025-04-27 11:43:00,user74@example.com,user_74,321.08,STORE_3
U1075,2025-01-28,East,Furniture,59.8,Pending,Denver,29,Free,2025-01-17 20:52:00,user75@example.com,user_75,62.75,STORE_1
U1076,2025-01-10,North,Furniture,241.08,Inactive,Boston,23,Basic,2025-04-27 11:42:00,user76@example.com,user_76,295.73,STORE_2
U1077,2025-04-17,West,Furniture,1235.15,Pending,New York,59,Basic,2025-02-25 14:28:00,user77@example.com,user_77,344.41,STORE_5
U1078,2025-06-15,North,Electronics,802.3,Inactive,Los Angeles,69,Basic,2025-01-24 21:13:00,user78@example.com,user_78,,STORE_3
U1079,2025-03-04,East,Toys,418.36,Inactive,Denver,28,Premium,2025-03-26 04:50:00,user79@example.com,,76.62,STORE_2
U1080,2025-05-19,North,Clothing,228.75,Active,Chicago,15,Basic,2025-03-02 18:20:00,,user_80,213.38,STORE_1
U1081,2025-07-10,West,Furniture,902.07,Pending,Boston,52,Premium,2025-04-26 16:14:00,user81@example.com,,434.16,STORE_5
U1082,2025-03-19,South,Electronics,131.04,,Austin,42,Free,2025-01-28 15:45:00,user82@example.com,user_82,306.11,STORE_1
U1083,2025-02-02,North,Toys,1269.82,Pending,Austin,53,Free,2025-03-17 14:32:00,user83@example.com,user_83,427.13,STORE_5
U1084,2025-07-04,East,Furniture,908.59,Inactive,Austin,36,Basic,2025-04-13 13:46:00,user84@example.com,user_84,190.28,STORE_2
U1085,2025-06-25,South,Electronics,191.54,Active,Los Angeles,42,Premium,2025-07-10 23:23:00,user85@example.com,user_85,282.99,STORE_3
U1086,2025-06-21,West,Furniture,713.66,,Atlanta,18,Basic,2025-06-03 09:22:00,user86@example.com,user_86,243.68,STORE_1
U1087,2025-03-31,North,Electronics,1527.59,Inactive,Austin,69,Free,2025-07-16 19:39:00,user87@example.com,user_87,330.63,STORE_3
U1088,2025-01-08,East,Groceries,1408.37,Pending,Dallas,37,Premium,2025-02-16 04:36:00,user88@example.com,user_88,486.05,STORE_1
U1089,2025-07-11,East,Furniture,845.47,Pending,Chicago,38,Basic,2025-07-04 10:49:00,user89@example.com,user_89,82.01,STORE_5
U1090,2025-01-13,West,Groceries,891.79,,Seattle,53,Basic,2025-04-17 08:13:00,user90@example.com,user_90,145.21,STORE_5
U1091,2025-05-05,North,Electronics,448.83,Active,New York,28,Basic,2025-02-24 04:48:00,user91@example.com,user_91,,STORE_4
U1092,2025-02-14,East,Furniture,1069.84,Inactive,Boston,50,Free,2025-04-01 02:25:00,user92@example.com,,,STORE_1
U1093,2025-03-22,South,Toys,814.8,,Phoenix,22,Basic,2025-01-06 10:10:00,user93@example.com,user_93,460.29,STORE_1
U1094,2025-04-22,West,Clothing,877.0,,Boston,20,Basic,2025-03-21 23:21:00,user94@example.com,user_94,318.45,STORE_5
U1095,2025-05-11,East,Groceries,708.69,Inactive,Houston,21,Premium,2025-03-07 06:11:00,user95@example.com,user_95,92.69,STORE_4
U1096,2025-04-29,South,Toys,1289.55,Pending,Miami,35,Premium,2025-04-23 02:30:00,user96@example.com,user_96,32.81,STORE_5
U1097,2025-01-19,North,Furniture,909.31,Active,Dallas,68,Basic,2025-01-20 20:55:00,user97@example.com,user_97,195.32,STORE_5
U1098,2025-05-22,West,Furniture,1819.01,Inactive,Dallas,53,Basic,2025-05-09 04:03:00,user98@example.com,user_98,491.28,STORE_1
U1099,2025-05-10,East,Electronics,503.01,,Seattle,48,Free,2025-06-06 05:23:00,user99@example.com,user_99,172.49,STORE_5
U1100,2025-01-14,North,Electronics,666.08,,Phoenix,31,Free,2025-06-18 19:55:00,user100@example.com,user_100,458.79,STORE_3
U1101,2025-06-17,South,Clothing,1194.13,Active,Phoenix,50,Basic,2025-06-14 10:52:00,user101@example.com,user_101,498.6,STORE_5
U1102,2025-01-24,South,Toys,730.04,Pending,Phoenix,26,Premium,2025-03-29 15:12:00,user102@example.com,user_102,422.99,STORE_1
U1103,2025-05-10,West,Groceries,1754.02,Inactive,Denver,39,Premium,2025-02-11 05:53:00,user103@example.com,user_103,361.99,STORE_1
U1104,2025-04-16,North,Clothing,1939.48,Pending,Atlanta,65,Basic,2025-03-01 17:15:00,user104@example.com,user_104,418.38,STORE_3
U1105,2025-06-23,South,Furniture,1541.18,,Boston,48,Basic,2025-02-11 06:51:00,user105@example.com,user_105,,STORE_4
U1106,2025-04-06,West,Toys,1703.82,Pending,Los Angeles,63,Premium,2025-03-11 14:57:00,user106@example.com,user_106,455.7,STORE_4
U1107,2025-03-31,West,Furniture,115.98,Pending,Houston,39,Premium,2025-04-06 07:01:00,user107@example.com,user_107,170.97,STORE_2
U1108,2025-02-05,West,Groceries,1835.62,,Atlanta,68,Premium,2025-07-14 22:30:00,user108@example.com,,131.68,STORE_2
U1109,2025-05-21,South,Electronics,1554.58,Inactive,Phoenix,22,Premium,2025-03-03 13:40:00,user109@example.com,user_109,453.05,STORE_5
U1110,2025-05-18,West,Toys,1154.34,Inactive,Phoenix,42,Premium,2025-06-07 11:15:00,user110@example.com,user_110,264.12,STORE_3
U1111,2025-01-18,West,Furniture,1747.93,Active,Miami,39,Basic,2025-03-06 23:01:00,user111@example.com,user_111,330.27,STORE_1
U1112,2025-07-17,North,Clothing,98.23,Pending,Miami,26,Free,2025-04-29 22:30:00,user112@example.com,user_112,,STORE_4
U1113,2025-01-10,North,Clothing,97.17,Inactive,New York,35,Basic,2025-05-12 12:52:00,user113@example.com,user_113,99.6,STORE_3
U1114,2025-07-19,West,Groceries,553.7,Pending,Austin,40,Free,2025-04-23 12:21:00,user114@example.com,user_114,462.53,STORE_5
U1115,2025-03-10,West,Furniture,167.06,Inactive,Boston,33,Basic,2025-01-27 02:20:00,user115@example.com,user_115,215.93,STORE_4
U1116,2025-03-31,South,Electronics,1456.36,Pending,Denver,42,Basic,2025-06-13 01:04:00,user116@example.com,user_116,376.2,STORE_2
U1117,2025-01-08,East,Toys,1359.4,,New York,23,Premium,2025-03-02 20:23:00,user117@example.com,user_117,,STORE_2
U1118,2025-06-23,South,Groceries,750.31,Active,Denver,23,Free,2025-04-04 12:20:00,user118@example.com,user_118,369.16,STORE_4
U1119,2025-05-13,South,Toys,244.34,Pending,Atlanta,43,Premium,2025-06-06 09:44:00,user119@example.com,user_119,427.15,STORE_4
U1120,2025-02-14,South,Electronics,1622.92,Pending,Miami,37,Free,2025-01-17 17:34:00,user120@example.com,user_120,356.23,STORE_2
U1121,2025-04-03,East,Electronics,1970.41,Inactive,Houston,65,Basic,2025-01-07 11:35:00,user121@example.com,user_121,69.24,STORE_1
U1122,2025-01-17,North,Furniture,1999.19,,Boston,41,Basic,2025-05-28 02:08:00,user122@example.com,user_122,341.65,STORE_3
U1123,2025-02-02,East,Clothing,870.91,Active,Los Angeles,48,Premium,2025-03-19 05:10:00,user123@example.com,user_123,470.75,STORE_3
U1124,2025-01-21,North,Clothing,1273.76,Pending,Chicago,55,Basic,2025-06-07 17:05:00,user124@example.com,user_124,81.33,STORE_5
U1125,2025-07-04,North,Toys,91.98,Active,Los Angeles,17,Free,2025-07-17 18:16:00,user125@example.com,user_125,321.3,STORE_4
U1126,2025-06-10,North,Groceries,971.06,,Phoenix,44,Premium,2025-06-26 01:10:00,user126@example.com,user_126,305.3,STORE_3
U1127,2025-07-03,North,Groceries,1950.99,Inactive,Dallas,47,Free,2025-01-28 10:15:00,user127@example.com,user_127,52.92,STORE_3
U1128,2025-04-09,South,Clothing,1925.74,Inactive,Dallas,51,Free,2025-03-22 06:48:00,user128@example.com,user_128,440.14,STORE_4
U1129,2025-01-06,West,Furniture,1015.83,Inactive,Houston,52,Basic,2025-01-13 01:18:00,user129@example.com,user_129,237.94,STORE_5
U1130,2025-01-03,West,Furniture,276.53,Pending,Atlanta,38,Basic,2025-04-04 01:25:00,user130@example.com,user_130,147.86,STORE_4
U1131,2025-05-10,South,Toys,566.64,Active,Chicago,21,Basic,2025-04-06 10:35:00,user131@example.com,user_131,257.02,STORE_5
U1132,2025-01-11,West,Electronics,282.7,Pending,Seattle,48,Basic,2025-02-08 19:57:00,user132@example.com,user_132,85.44,STORE_5
U1133,2025-07-09,North,Toys,679.38,,Atlanta,51,Basic,2025-05-02 00:23:00,user133@example.com,user_133,157.3,STORE_1
U1134,2025-06-02,South,Groceries,1934.47,Inactive,Atlanta,18,Free,2025-05-03 05:33:00,user134@example.com,user_134,78.15,STORE_2
U1135,2025-01-09,West,Clothing,47.69,Pending,Austin,24,Basic,2025-06-26 06:26:00,user135@example.com,user_135,424.95,STORE_1
U1136,2025-06-30,East,Toys,422.61,Pending,Miami,45,Free,2025-04-07 10:11:00,user136@example.com,user_136,339.55,STORE_3
U1137,2025-06-06,South,Clothing,1915.1,Pending,Boston,34,Premium,2025-03-18 09:45:00,user137@example.com,user_137,177.66,STORE_3
U1138,2025-03-15,West,Toys,1356.48,,Austin,67,Basic,2025-07-17 04:18:00,,user_138,462.38,STORE_3
U1139,2025-07-11,South,Clothing,412.12,Pending,Boston,59,Basic,2025-02-05 03:39:00,user139@example.com,user_139,,STORE_5
U1140,2025-02-27,East,Electronics,209.39,Pending,Atlanta,45,Premium,2025-06-24 04:00:00,user140@example.com,user_140,328.18,STORE_4
U1141,2025-05-03,East,Groceries,649.12,Active,Los Angeles,56,Free,2025-03-01 17:47:00,user141@example.com,user_141,91.66,STORE_2
U1142,2025-01-10,South,Furniture,380.76,Pending,New York,15,Basic,2025-05-26 19:06:00,user142@example.com,user_142,322.45,STORE_5
U1143,2025-05-07,East,Toys,941.36,Inactive,Los Angeles,36,Premium,2025-07-07 14:41:00,user143@example.com,user_143,396.43,STORE_5
U1144,2025-06-22,East,Clothing,1225.8,,Austin,47,Basic,2025-01-23 12:42:00,user144@example.com,user_144,468.23,STORE_1
U1145,2025-03-08,South,Clothing,899.0,Pending,Dallas,34,Free,2025-07-05 18:00:00,user145@example.com,user_145,335.55,STORE_4
U1146,2025-03-20,East,Furniture,1375.29,Pending,Atlanta,22,Free,2025-03-17 11:39:00,user146@example.com,user_146,230.21,STORE_5
U1147,2025-04-06,South,Toys,1826.47,Inactive,Houston,58,Free,2025-01-21 16:28:00,user147@example.com,user_147,60.54,STORE_5
U1148,2025-05-10,East,Toys,1077.95,Inactive,Dallas,69,Free,2025-04-24 03:43:00,user148@example.com,user_148,257.64,STORE_1
U1149,2025-04-27,East,Toys,836.69,Active,Boston,44,Free,2025-03-20 23:01:00,user149@example.com,user_149,291.26,STORE_1
U1150,2025-04-19,North,Electronics,1086.92,Active,Los Angeles,45,Premium,2025-03-15 13:11:00,user150@example.com,user_150,324.71,STORE_4
U1151,2025-04-06,South,Furniture,1740.54,,Austin,20,Free,2025-06-19 17:08:00,user151@example.com,user_151,270.94,STORE_5
U1152,2025-02-02,East,Electronics,1514.8,Pending,Seattle,58,Free,2025-05-20 13:34:00,user152@example.com,user_152,81.79,STORE_2
U1153,2025-07-05,West,Electronics,1620.86,,Denver,64,Premium,2025-03-03 06:04:00,user153@example.com,,353.13,STORE_1
U1154,2025-03-04,West,Furniture,883.54,Inactive,New York,23,Free,2025-03-16 07:52:00,user154@example.com,user_154,387.41,STORE_3
U1155,2025-03-02,North,Clothing,1971.53,Inactive,Austin,34,Basic,2025-01-16 17:37:00,user155@example.com,user_155,216.46,STORE_4
U1156,2025-01-13,North,Furniture,1573.75,Pending,Atlanta,41,Basic,2025-02-08 09:24:00,user156@example.com,user_156,116.55,STORE_2
U1157,2025-04-29,West,Toys,831.23,,Boston,48,Premium,2025-04-10 07:16:00,user157@example.com,user_157,424.33,STORE_1
U1158,2025-05-18,East,Electronics,544.24,Active,Los Angeles,27,Free,2025-07-05 21:35:00,user158@example.com,user_158,155.08,STORE_1
U1159,2025-02-24,East,Electronics,1496.29,,Houston,59,Free,2025-06-30 06:25:00,user159@example.com,user_159,193.43,STORE_5
U1160,2025-06-16,North,Groceries,530.51,,Seattle,21,Free,2025-05-01 10:58:00,user160@example.com,user_160,,STORE_2
U1161,2025-07-09,East,Electronics,528.94,,Phoenix,24,Premium,2025-03-26 07:24:00,user161@example.com,user_161,472.01,STORE_3
U1162,2025-03-07,South,Furniture,927.05,Pending,Chicago,23,Free,2025-05-20 15:11:00,user162@example.com,user_162,34.07,STORE_1
U1163,2025-01-20,West,Electronics,830.66,Inactive,Los Angeles,60,Premium,2025-01-03 06:32:00,user163@example.com,user_163,467.28,STORE_4
U1164,2025-06-18,South,Electronics,23.16,,New York,16,Free,2025-07-04 08:34:00,user164@example.com,,338.65,STORE_2
U1165,2025-01-28,West,Toys,306.31,Inactive,Denver,48,Basic,2025-04-01 08:50:00,user165@example.com,user_165,284.68,STORE_2
U1166,2025-03-18,West,Electronics,196.07,,Austin,50,Basic,2025-01-15 20:00:00,user166@example.com,user_166,324.23,STORE_3
U1167,2025-05-25,West,Toys,1839.11,Inactive,Houston,70,Free,2025-05-26 15:17:00,,user_167,450.16,STORE_5
U1168,2025-06-18,West,Clothing,1858.25,Pending,New York,28,Free,2025-02-06 22:52:00,user168@example.com,user_168,124.03,STORE_4
U1169,2025-06-23,North,Furniture,1513.66,Inactive,Atlanta,61,Premium,2025-05-09 23:22:00,user169@example.com,user_169,173.59,STORE_5
U1170,2025-06-02,South,Groceries,68.96,Pending,Seattle,46,Premium,2025-04-02 17:24:00,user170@example.com,user_170,47.42,STORE_5
U1171,2025-03-17,East,Electronics,173.26,Inactive,Austin,60,Free,2025-02-09 23:24:00,user171@example.com,user_171,,STORE_3
U1172,2025-04-24,North,Groceries,213.44,Active,Chicago,42,Basic,2025-05-23 17:32:00,user172@example.com,,51.07,STORE_5
U1173,2025-07-20,North,Furniture,34.56,,Austin,64,Premium,2025-07-05 17:57:00,user173@example.com,user_173,344.23,STORE_2
U1174,2025-02-05,North,Groceries,544.13,Inactive,Los Angeles,25,Basic,2025-03-12 13:19:00,user174@example.com,user_174,127.06,STORE_4
U1175,2025-06-02,East,Furniture,222.88,Pending,New York,40,Basic,2025-06-08 12:51:00,user175@example.com,user_175,412.65,STORE_5
U1176,2025-02-04,North,Groceries,1210.39,Inactive,Seattle,35,Premium,2025-04-12 10:18:00,user176@example.com,user_176,392.08,STORE_3
U1177,2025-04-07,North,Furniture,736.38,Inactive,Denver,49,Premium,2025-06-24 17:01:00,user177@example.com,user_177,222.04,STORE_3
U1178,2025-06-27,West,Furniture,1349.23,Inactive,Miami,34,Premium,2025-03-06 21:09:00,user178@example.com,user_178,495.4,STORE_4
U1179,2025-05-30,South,Toys,1018.16,,Boston,17,Basic,2025-06-29 17:38:00,user179@example.com,user_179,330.51,STORE_3
U1180,2025-02-12,West,Toys,1967.38,,Dallas,65,Basic,2025-01-28 00:06:00,user180@example.com,user_180,292.36,STORE_5
U1181,2025-02-26,South,Groceries,788.36,Inactive,Dallas,16,Basic,2025-01-27 09:26:00,user181@example.com,user_181,366.42,STORE_3
U1182,2025-03-21,North,Furniture,1570.7,,Dallas,45,Premium,2025-04-23 23:44:00,user182@example.com,user_182,,STORE_1
U1183,2025-01-06,North,Electronics,1357.51,Inactive,Atlanta,30,Free,2025-02-14 17:10:00,user183@example.com,user_183,399.89,STORE_2
U1184,2025-02-17,South,Furniture,68.09,Inactive,Seattle,52,Basic,2025-04-10 00:45:00,user184@example.com,user_184,399.02,STORE_5
U1185,2025-01-27,East,Groceries,658.71,,Los Angeles,31,Free,2025-05-06 16:40:00,user185@example.com,user_185,61.54,STORE_3
U1186,2025-04-28,East,Groceries,1838.18,Active,Miami,23,Basic,2025-01-31 07:19:00,user186@example.com,user_186,197.29,STORE_5
U1187,2025-02-05,South,Furniture,379.65,Inactive,Boston,25,Basic,2025-03-15 04:11:00,user187@example.com,user_187,,STORE_3
U1188,2025-01-03,South,Clothing,398.31,,Boston,47,Free,2025-05-07 13:43:00,user188@example.com,user_188,87.79,STORE_5
U1189,2025-01-08,East,Groceries,75.06,Inactive,Boston,33,Premium,2025-07-19 14:36:00,user189@example.com,user_189,61.04,STORE_1
U1190,2025-03-10,North,Toys,1647.0,Active,Atlanta,43,Free,2025-02-25 13:06:00,user190@example.com,user_190,438.03,STORE_1
U1191,2025-04-26,North,Groceries,1725.78,Active,Seattle,70,Premium,2025-07-18 07:13:00,user191@example.com,user_191,356.82,STORE_4
U1192,2025-02-12,East,Clothing,1628.92,Active,Denver,37,Free,2025-03-13 19:34:00,user192@example.com,user_192,288.5,STORE_5
U1193,2025-06-23,West,Clothing,1925.92,,New York,32,Free,2025-02-02 22:55:00,user193@example.com,user_193,127.54,STORE_4
U1194,2025-05-06,East,Toys,1268.48,,Austin,43,Premium,2025-06-12 02:25:00,user194@example.com,user_194,187.69,STORE_4
U1195,2025-03-25,West,Electronics,1464.55,,Miami,57,Free,2025-04-02 02:50:00,user195@example.com,user_195,109.87,STORE_3
U1196,2025-03-24,North,Groceries,1099.15,Inactive,Denver,69,Basic,2025-03-29 21:48:00,,user_196,232.49,STORE_1
U1197,2025-02-10,South,Furniture,11.35,,Houston,59,Premium,2025-06-16 09:10:00,user197@example.com,user_197,183.42,STORE_1
U1198,2025-04-06,East,Electronics,798.72,Pending,Atlanta,59,Premium,2025-04-20 20:05:00,user198@example.com,,70.69,STORE_2
U1199,2025-05-13,South,Electronics,26.04,Pending,Los Angeles,70,Basic,2025-06-27 04:30:00,user199@example.com,user_199,55.7,STORE_3
